"23441309","2025-10-25T18:45:38.850736+00:00","FILUSDT","Ranging V4.1","RSI Cross Down from Overbought (60.9)","short","True","BTC STRONG_UP -> allow","45","62.0","REJECTED","Низкая уверенность AI: 45% < 62.0%","None","None","None"
"3c6c6eed","2025-10-25T18:45:43.698610+00:00","TRXUSDT","Pullback Engine","EMA20 retest, RSI=49.3, OFI=-15.5, OBI=-0.19","short","None","None","None","None","REJECTED","BTC state=UP, p_up=1.00","None","None","None"
"3f84be65","2025-10-25T18:45:40.362486+00:00","ANKRUSDT","Ranging V4.1","RSI Cross Down from Overbought (59.3)","short","True","BTC STRONG_UP -> allow","45","62.0","REJECTED","Низкая уверенность AI: 45% < 62.0%","None","None","None"
"8c0c8cea","2025-10-25T18:45:42.914770+00:00","ATOMUSDT","Ranging V4.1","RSI Cross Down from Overbought (58.9)","short","True","BTC STRONG_UP -> allow","35","62.0","REJECTED","Низкая уверенность AI: 35% < 62.0%","None","None","None"
"93cfccd7","2025-10-25T18:45:45.145863+00:00","APEUSDT","Ranging V4.1","RSI Cross Down from Overbought (62.0)","short","True","BTC STRONG_UP -> allow","55","65.0","REJECTED","Низкая уверенность AI: 55% < 65.0%","None","None","None"
"a960b5bc","2025-10-25T18:59:56.347258+00:00","DOGEUSDT","Ranging V4.1","RSI Cross Down from Overbought (61.3)","short","True","BTC STRONG_UP -> allow","35","65.0","REJECTED","Низкая уверенность AI: 35% < 65.0%","None","None","None"
"ce1912b3","2025-10-25T18:59:56.589030+00:00","APEUSDT","Ranging V4.1","RSI Cross Down from Overbought (59.8)","short","True","BTC STRONG_UP -> allow","55","65.0","REJECTED","Низкая уверенность AI: 55% < 65.0%","None","None","None"
"0ce6003c","2025-10-25T18:59:56.492285+00:00","ARBUSDT","Ranging V4.1","RSI Cross Down from Overbought (66.5)","short","True","BTC STRONG_UP -> allow","35","62.0","REJECTED","Низкая уверенность AI: 35% < 62.0%","None","None","None"
"a5dc27e8","2025-10-25T18:59:59.097861+00:00","TRXUSDT","Ranging V4.1","BB Low Touch or RSI Cross Up (44.1)","long","True","BTC STRONG_UP -> allow","55","62.0","REJECTED","Низкая уверенность AI: 55% < 62.0%","None","None","None"
"77bafd4c","2025-10-25T19:00:07.776247+00:00","INJUSDT","Ranging V4.1","RSI Cross Down from Overbought (58.9)","short","True","BTC STRONG_UP -> allow","35","62.0","REJECTED","Низкая уверенность AI: 35% < 62.0%","None","None","None"
"2fb12a12","2025-10-25T19:00:09.401381+00:00","LTCUSDT","Ranging V4.1","RSI Cross Down from Overbought (68.9)","short","True","BTC STRONG_UP -> allow","35","65.0","REJECTED","Низкая уверенность AI: 35% < 65.0%","None","None","None"
"3017511d","2025-10-25T19:00:12.825720+00:00","ANKRUSDT","Ranging V4.1","RSI Cross Down from Overbought (56.3)","short","True","BTC STRONG_UP -> allow","35","62.0","REJECTED","Низкая уверенность AI: 35% < 62.0%","None","None","None"
"11ae3660","2025-10-25T19:00:12.609186+00:00","ICPUSDT","Ranging V4.1","RSI Cross Down from Overbought (57.1)","short","True","BTC STRONG_UP -> allow","35","62.0","REJECTED","Низкая уверенность AI: 35% < 62.0%","None","None","None"
"2559918d","2025-10-25T19:00:14.132874+00:00","FILUSDT","Ranging V4.1","RSI Cross Down from Overbought (60.9)","short","True","BTC STRONG_UP -> allow","45","62.0","REJECTED","Низкая уверенность AI: 45% < 62.0%","None","None","None"
"a30621a9","2025-10-25T19:00:17.772717+00:00","LINKUSDT","Ranging V4.1","RSI Cross Down from Overbought (66.2)","short","True","BTC STRONG_UP -> allow","45","65.0","REJECTED","Низкая уверенность AI: 45% < 65.0%","None","None","None"
"7abc3feb","2025-10-25T19:00:19.532965+00:00","ADAUSDT","Ranging V4.1","RSI Cross Down from Overbought (66.2)","short","True","BTC STRONG_UP -> allow","35","65.0","REJECTED","Низкая уверенность AI: 35% < 65.0%","None","None","None"
"88a33d08","2025-10-25T19:00:22.834643+00:00","APTUSDT","Ranging V4.1","RSI Cross Down from Overbought (58.5)","short","True","BTC STRONG_UP -> allow","35","65.0","REJECTED","Низкая уверенность AI: 35% < 65.0%","None","None","None"
"85b44057","2025-10-25T19:14:56.284823+00:00","APEUSDT","Ranging V4.1","RSI Cross Down from Overbought (57.7)","short","True","BTC STRONG_UP -> allow","45","65.0","REJECTED","Низкая уверенность AI: 45% < 65.0%","None","None","None"
"a6b6bdb9","2025-10-25T19:15:01.737995+00:00","APTUSDT","Ranging V4.1","RSI Cross Down from Overbought (59.0)","short","True","BTC STRONG_UP -> allow","45","65.0","REJECTED","Низкая уверенность AI: 45% < 65.0%","None","None","None"
"b14cc780","2025-10-25T19:15:08.380219+00:00","BCHUSDT","Pullback Engine","EMA20 retest, RSI=48.8, OFI=44.5, OBI=0.17","long","None","None","None","None","REJECTED","Достигнут лимит позиций (4/4)","None","None","None"
"de5fe70f","2025-10-25T19:15:04.345266+00:00","LINKUSDT","Ranging V4.1","RSI Cross Down from Overbought (62.3)","short","True","BTC STRONG_UP -> allow","45","65.0","REJECTED","Низкая уверенность AI: 45% < 65.0%","None","None","None"
"abed45a3","2025-10-25T19:15:05.227148+00:00","FILUSDT","Ranging V4.1","RSI Cross Down from Overbought (53.7)","short","True","BTC STRONG_UP -> allow","35","62.0","REJECTED","Низкая уверенность AI: 35% < 62.0%","None","None","None"
"dabef797","2025-10-25T19:15:08.272955+00:00","ICPUSDT","Ranging V4.1","RSI Cross Down from Overbought (52.5)","short","True","BTC STRONG_UP -> allow","35","62.0","REJECTED","Низкая уверенность AI: 35% < 62.0%","None","None","None"
"9c085422","2025-10-25T19:15:30.587278+00:00","FILUSDT","Pullback Engine","EMA20 retest, RSI=53.7, OFI=11.3, OBI=0.20","long","None","None","None","None","REJECTED","Достигнут лимит позиций (4/4)","None","None","None"
"ba27519e","2025-10-25T19:15:30.798852+00:00","ARBUSDT","Ranging V4.1","RSI Cross Down from Overbought (62.8)","short","True","BTC STRONG_UP -> allow","35","62.0","REJECTED","Низкая уверенность AI: 35% < 62.0%","None","None","None"
"90afeb26","2025-10-25T19:15:57.785815+00:00","ANKRUSDT","Pullback Engine","EMA20 retest, RSI=50.7, OFI=6.8, OBI=0.26","long","None","None","None","None","REJECTED","Достигнут лимит позиций (4/4)","None","None","None"
"3a183809","2025-10-25T19:15:53.218570+00:00","LTCUSDT","Ranging V4.1","RSI Cross Down from Overbought (68.4)","short","True","BTC STRONG_UP -> allow","45","65.0","REJECTED","Низкая уверенность AI: 45% < 65.0%","None","None","None"
"3f500d65","2025-10-25T19:29:58.498659+00:00","APTUSDT","Ranging V4.1","RSI Cross Down from Overbought (61.5)","short","True","BTC STRONG_UP -> allow","45","65.0","REJECTED","Низкая уверенность AI: 45% < 65.0%","None","None","None"
"6bd4f5bd","2025-10-25T19:30:01.824568+00:00","LINKUSDT","Ranging V4.1","RSI Cross Down from Overbought (65.8)","short","True","BTC STRONG_UP -> allow","45","65.0","REJECTED","Низкая уверенность AI: 45% < 65.0%","None","None","None"
"d33271ec","2025-10-25T19:30:09.746692+00:00","BCHUSDT","Pullback Engine","EMA20 retest, RSI=52.8, OFI=76.8, OBI=0.22","long","None","None","None","None","REJECTED","Достигнут лимит позиций (4/4)","None","None","None"
"e7817336","2025-10-25T19:30:08.399756+00:00","TRXUSDT","Ranging V4.1","RSI Cross Down from Overbought (59.7)","short","True","BTC STRONG_UP -> allow","45","62.0","REJECTED","Низкая уверенность AI: 45% < 62.0%","None","None","None"
"0b54532a","2025-10-25T19:30:09.237267+00:00","ENAUSDT","Ranging V4.1","RSI Cross Down from Overbought (60.7)","short","True","BTC STRONG_UP -> allow","45","65.0","REJECTED","Низкая уверенность AI: 45% < 65.0%","None","None","None"
"dce703ed","2025-10-25T19:30:33.439803+00:00","LTCUSDT","Ranging V4.1","RSI Cross Down from Overbought (71.5)","short","True","BTC STRONG_UP -> allow","45","65.0","REJECTED","Низкая уверенность AI: 45% < 65.0%","None","None","None"
"53008c28","2025-10-25T19:44:56.159315+00:00","APEUSDT","Ranging V4.1","RSI Cross Down from Overbought (68.9)","short","True","BTC STRONG_UP -> allow","55","65.0","REJECTED","Низкая уверенность AI: 55% < 65.0%","None","None","None"
"b6a58b94","2025-10-25T19:45:01.179731+00:00","BCHUSDT","Pullback Engine","EMA20 retest, RSI=52.0, OFI=45.2, OBI=-0.10","long","None","None","None","None","REJECTED","Достигнут лимит позиций (4/4)","None","None","None"
"1013c03a","2025-10-25T19:44:59.951892+00:00","ENAUSDT","Ranging V4.1","RSI Cross Down from Overbought (61.0)","short","True","BTC STRONG_UP -> allow","35","65.0","REJECTED","Низкая уверенность AI: 35% < 65.0%","None","None","None"
"cfcf01b0","2025-10-25T19:45:23.588446+00:00","LINKUSDT","Ranging V4.1","RSI Cross Down from Overbought (68.6)","short","True","BTC STRONG_UP -> allow","45","65.0","REJECTED","Низкая уверенность AI: 45% < 65.0%","None","None","None"
"78b580ce","2025-10-25T19:45:28.243987+00:00","FILUSDT","Ranging V4.1","RSI Cross Down from Overbought (55.1)","short","True","BTC STRONG_UP -> allow","45","62.0","REJECTED","Низкая уверенность AI: 45% < 62.0%","None","None","None"
"bff6b4e4","2025-10-25T19:45:31.328909+00:00","TRXUSDT","Ranging V4.1","RSI Cross Down from Overbought (61.8)","short","True","BTC STRONG_UP -> allow","45","62.0","REJECTED","Низкая уверенность AI: 45% < 62.0%","None","None","None"
"0acb208c","2025-10-25T19:45:36.642642+00:00","ANKRUSDT","Pullback Engine","EMA20 retest, RSI=53.2, OFI=4.5, OBI=0.24","long","None","None","None","None","REJECTED","Достигнут лимит позиций (4/4)","None","None","None"
"1ff9b22d","2025-10-25T19:59:57.407271+00:00","XRPUSDT","Pullback Engine","EMA20 retest, RSI=51.6, OFI=17.9, OBI=0.04","long","None","None","None","None","REJECTED","Достигнут лимит позиций (4/4)","None","None","None"
"8289b36a","2025-10-25T20:00:19.057306+00:00","DOGEUSDT","Pullback Engine","EMA20 retest, RSI=51.8, OFI=-23.0, OBI=0.02","short","None","None","None","None","REJECTED","BTC state=UP, p_up=1.00","None","None","None"
"4811bb48","2025-10-25T20:00:22.961754+00:00","ENAUSDT","Ranging V4.1","RSI Cross Down from Overbought (62.1)","short","True","BTC STRONG_UP -> allow","35","65.0","REJECTED","Низкая уверенность AI: 35% < 65.0%","None","None","None"
"1333787e","2025-10-25T20:00:28.048747+00:00","TRXUSDT","Ranging V4.1","RSI Cross Down from Overbought (62.1)","short","True","BTC STRONG_UP -> allow","65","62.0","REJECTED","Отклонено фильтром качества: Низкий объем для режима 'Тренд' (1316429 < 80% от avg 2586694).","None","None","None"
"ea8c3d80","2025-10-25T20:00:36.221232+00:00","ANKRUSDT","Pullback Engine","EMA20 retest, RSI=53.2, OFI=11.5, OBI=0.18","long","None","None","None","None","REJECTED","Достигнут лимит позиций (4/4)","None","None","None"
"06c0ecbc","2025-10-25T20:14:58.585624+00:00","ICPUSDT","Ranging V4.1","RSI Cross Down from Overbought (63.2)","short","True","BTC STRONG_UP -> allow","35","62.0","REJECTED","Низкая уверенность AI: 35% < 62.0%","None","None","None"
"dbac08a0","2025-10-25T20:15:26.332948+00:00","FILUSDT","Pullback Engine","EMA20 retest, RSI=54.2, OFI=10.8, OBI=0.21","long","None","None","None","None","REJECTED","Достигнут лимит позиций (4/4)","None","None","None"
"92b58ab0","2025-10-25T20:15:47.603062+00:00","TRXUSDT","Ranging V4.1","RSI Cross Down from Overbought (51.5)","short","True","BTC STRONG_UP -> allow","45","62.0","REJECTED","Низкая уверенность AI: 45% < 62.0%","None","None","None"
"a6e075aa","2025-10-25T20:15:52.031151+00:00","ANKRUSDT","Ranging V4.1","RSI Cross Down from Overbought (60.7)","short","True","BTC STRONG_UP -> allow","15","62.0","REJECTED","Низкая уверенность AI: 15% < 62.0%","None","None","None"
"eeb25573","2025-10-25T20:27:37.958348+00:00","FILUSDT","Pullback Engine","EMA20 retest, RSI=54.2, OFI=6.1, OBI=0.24","long","None","None","None","None","REJECTED","BTC state=DOWN, p_up=0.20","None","None","None"
"8df341a9","2025-10-25T20:27:38.083380+00:00","DOGEUSDT","Pullback Engine","EMA20 retest, RSI=49.0, OFI=-13.4, OBI=-0.15","short","None","None","None","None","REJECTED","Достигнут лимит позиций (4/4)","None","None","None"
"63daa477","2025-10-25T20:27:32.760209+00:00","ICPUSDT","Ranging V4.1","RSI Cross Down from Overbought (62.2)","short","True","BTC STRONG_UP -> allow","35","62.0","REJECTED","Низкая уверенность AI: 35% < 62.0%","None","None","None"

"93c2d5c6","2025-10-25T20:27:38.104442+00:00","TRXUSDT","Pullback Engine","EMA20 retest, RSI=49.4, OFI=3.9, OBI=-0.26","short","None","None","None","None","REJECTED","Достигнут лимит позиций (4/4)","None","None","None"
"a30d6f84","2025-10-25T20:27:38.164455+00:00","BNBUSDT","Pullback Engine","EMA20 retest, RSI=53.1, OFI=53.5, OBI=0.35","long","None","None","None","None","REJECTED","BTC state=DOWN, p_up=0.01","None","None","None"
"dac6b7d6","2025-10-25T20:30:01.452887+00:00","DOGEUSDT","Pullback Engine","EMA20 retest, RSI=48.8, OFI=-43.0, OBI=-0.31","short","None","None","None","None","REJECTED","Достигнут лимит позиций (4/4)","None","None","None"
"65505872","2025-10-25T20:30:31.883384+00:00","TRXUSDT","Pullback Engine","EMA20 retest, RSI=49.6, OFI=24.7, OBI=-0.66","short","None","None","None","None","REJECTED","Достигнут лимит позиций (4/4)","None","None","None"
"96a744e6","2025-10-25T20:30:31.225465+00:00","ICPUSDT","Ranging V4.1","RSI Cross Down from Overbought (61.3)","short","True","BTC STRONG_UP -> allow","35","62.0","REJECTED","Низкая уверенность AI: 35% < 62.0%","None","None","None"
"9fda976b","2025-10-25T20:30:31.421553+00:00","ENAUSDT","Ranging V4.1","RSI Cross Down from Overbought (67.2)","short","True","BTC STRONG_UP -> allow","35","65.0","REJECTED","Низкая уверенность AI: 35% < 65.0%","None","None","None"
"c8b783c1","2025-10-25T20:30:54.412649+00:00","ONEUSDT","Trending_AI_Filtered","Pullback to EMA20","long","None","None","None","None","REJECTED","BTC state=DOWN, p_up=0.00","None","None","None"
"2682768c","2025-10-25T20:30:56.074152+00:00","FILUSDT","Pullback Engine","EMA20 retest, RSI=54.2, OFI=-5.1, OBI=0.28","long","None","None","None","None","REJECTED","BTC state=DOWN, p_up=0.00","None","None","None"
"899e25db","2025-10-25T20:30:55.906447+00:00","ANKRUSDT","Ranging V4.1","RSI Cross Down from Overbought (62.8)","short","True","BTC STRONG_UP -> allow","35","62.0","REJECTED","Низкая уверенность AI: 35% < 62.0%","None","None","None"
"93124ac5","2025-10-25T20:45:03.382663+00:00","NEARUSDT","Trending_AI_Filtered","Pullback to EMA20","long","None","None","None","None","REJECTED","BTC state=DOWN, p_up=0.00","None","None","None"
"4e3ea278","2025-10-25T20:45:03.911419+00:00","ARBUSDT","Trending_AI_Filtered","Pullback to EMA20","long","None","None","None","None","REJECTED","BTC state=DOWN, p_up=0.00","None","None","None"
